investor_id,age_group,city_tier,risk_appetite,investment_cr,tenure_years,channel,gender
2620,26-35,Tier 1,Moderate,0.0459,1.2,Bank,F
2621,26-35,Tier 1,Moderate,0.087,1.6,Bank,F
2622,18-25,Tier 1,Moderate,0.7316,0.6,Distributor,F
2623,46-55,Tier 3,Moderate,0.2165,1.8,Distributor,M
2624,36-45,Tier 2,Moderate,0.1546,0.2,Direct,M
2625,46-55,Tier 1,Aggressive,0.1751,2.2,Distributor,M
2626,46-55,Tier 3,Aggressive,0.3015,0.7,Online,F
2627,36-45,Tier 2,Aggressive,0.1567,10.5,Direct,F
2628,18-25,Tier 3,Conservative,0.0207,4.1,Bank,F
2629,26-35,Tier 3,Conservative,0.0485,0.5,Distributor,M
2630,55+,Tier 3,Aggressive,0.8136,3.2,Online,M
2631,36-45,Tier 2,Aggressive,0.0426,1.2,Direct,M
2632,18-25,Tier 1,Conservative,0.3364,2.8,Direct,F
2633,18-25,Tier 1,Aggressive,0.0862,2.7,Direct,F
2634,55+,Tier 2,Conservative,3.496,0.1,Distributor,F
2635,26-35,Tier 1,Aggressive,0.0783,0.1,Bank,M
2636,46-55,Tier 1,Aggressive,0.0872,0.4,Bank,M
2637,26-35,Tier 1,Conservative,0.2221,17.1,Distributor,F
2638,55+,Tier 1,Aggressive,0.0849,2.6,Direct,F
2639,55+,Tier 2,Aggressive,0.1839,5.1,Direct,M
2640,46-55,Tier 1,Aggressive,0.1992,2.9,Bank,F
2641,36-45,Tier 1,Moderate,0.6654,2.1,Distributor,M
2642,18-25,Tier 3,Moderate,0.9476,0.1,Distributor,M
2643,18-25,Tier 1,Aggressive,1.4077,4.5,Distributor,M
2644,55+,Tier 1,Aggressive,0.2698,1.2,Distributor,M
2645,55+,Tier 2,Aggressive,0.1366,2.8,Bank,M
2646,36-45,Tier 1,Conservative,0.0136,0.7,Online,F
2647,36-45,Tier 1,Aggressive,0.1342,6.1,Direct,F
2648,55+,Tier 3,Moderate,0.0046,1.0,Distributor,M
2649,55+,Tier 2,Moderate,0.3608,7.0,Distributor,M
2650,36-45,Tier 1,Moderate,1.5966,8.2,Bank,M
2651,36-45,Tier 1,Moderate,0.0093,1.2,Bank,M
2652,46-55,Tier 1,Aggressive,0.0477,1.3,Online,F
2653,55+,Tier 1,Conservative,1.0799,7.6,Bank,M
2654,26-35,Tier 3,Conservative,0.2553,2.8,Direct,M
2655,18-25,Tier 3,Conservative,0.1247,3.5,Direct,M
2656,36-45,Tier 2,Conservative,0.2272,1.0,Direct,M
2657,26-35,Tier 1,Aggressive,0.1068,4.5,Distributor,M
2658,36-45,Tier 3,Aggressive,0.402,1.9,Bank,M
2659,18-25,Tier 2,Aggressive,0.2501,4.7,Direct,F
2660,55+,Tier 2,Conservative,0.01,0.3,Direct,M
2661,18-25,Tier 3,Moderate,0.2778,0.1,Bank,F
2662,26-35,Tier 1,Moderate,0.1757,0.1,Direct,M
2663,55+,Tier 1,Conservative,4.1791,0.2,Bank,F
2664,26-35,Tier 1,Aggressive,0.2501,0.2,Direct,M
2665,18-25,Tier 1,Aggressive,1.8774,1.3,Bank,M
2666,26-35,Tier 3,Aggressive,0.0326,3.2,Distributor,M
2667,18-25,Tier 1,Moderate,0.2792,2.4,Bank,F
2668,46-55,Tier 1,Moderate,0.1611,0.1,Bank,M
2669,46-55,Tier 2,Aggressive,0.0397,3.0,Bank,M
2670,55+,Tier 1,Aggressive,0.5948,5.5,Bank,M
2671,36-45,Tier 3,Aggressive,0.4824,0.1,Direct,M
2672,18-25,Tier 1,Conservative,0.6368,0.6,Direct,F
2673,55+,Tier 1,Conservative,0.4972,4.1,Direct,M
2674,18-25,Tier 2,Conservative,0.2453,4.1,Distributor,M
2675,46-55,Tier 3,Moderate,0.6579,2.7,Online,M
2676,26-35,Tier 3,Conservative,0.5971,1.9,Online,F
2677,55+,Tier 3,Conservative,0.4141,0.6,Direct,M
2678,55+,Tier 1,Moderate,0.1906,4.9,Online,None
2679,18-25,Tier 3,Aggressive,1.044,6.8,Distributor,M
2680,55+,Tier 3,Moderate,0.6537,2.3,Direct,M
2681,46-55,Tier 2,Moderate,0.7026,3.3,Direct,M
2682,46-55,Tier 1,Aggressive,0.3622,6.5,Direct,F
2683,55+,Tier 1,Moderate,0.0368,4.0,Online,F
2684,46-55,Tier 2,Moderate,0.7585,6.4,Distributor,M
2685,26-35,Tier 2,Conservative,0.0708,1.9,Bank,M
2686,36-45,Tier 1,Moderate,1.4166,3.3,Bank,M
2687,46-55,Tier 3,Conservative,0.0225,7.8,Online,F
2688,46-55,Tier 3,Moderate,0.6075,7.0,Online,F
2689,36-45,Tier 3,Moderate,0.0774,1.9,Bank,None
2690,26-35,Tier 2,Conservative,0.1783,3.0,Online,M
2691,36-45,Tier 1,Moderate,1.2507,3.8,Bank,F
2692,18-25,Tier 1,Moderate,0.2193,1.4,Distributor,M
2693,26-35,Tier 1,Conservative,0.1002,1.5,Bank,M
2694,36-45,Tier 2,Conservative,0.4906,2.6,Online,M
2695,46-55,Tier 1,Moderate,0.0713,0.0,Distributor,M
2696,55+,Tier 2,Moderate,0.1779,3.9,Bank,M
2697,46-55,Tier 2,Conservative,0.0364,0.5,Distributor,M
2698,46-55,Tier 2,Moderate,0.224,1.0,Distributor,M
2699,18-25,Tier 2,Aggressive,0.2568,0.2,Online,M
2700,26-35,Tier 1,Conservative,0.2663,2.1,Direct,M
2701,18-25,Tier 1,Aggressive,1.5737,1.1,Direct,F
2702,36-45,Tier 1,Conservative,0.0289,3.6,Direct,M
2703,46-55,Tier 2,Conservative,0.0573,9.9,Online,F
2704,36-45,Tier 2,Aggressive,0.027,3.6,Online,F
2705,36-45,Tier 1,Moderate,0.3833,5.6,Online,F
2706,18-25,Tier 1,Conservative,0.0512,2.8,Distributor,F
2707,46-55,Tier 1,Conservative,1.3175,2.3,Bank,F
2708,36-45,Tier 1,Conservative,0.0325,0.4,Online,None
2709,26-35,Tier 1,Conservative,0.1032,0.3,Bank,M
2710,26-35,Tier 1,Moderate,0.1029,0.6,Distributor,F
2711,46-55,Tier 1,Aggressive,1.0246,0.5,Direct,M
2712,46-55,Tier 1,Moderate,0.0575,2.4,Online,F
2713,55+,Tier 1,Moderate,0.0651,0.3,Direct,M
2714,26-35,Tier 1,Conservative,0.3048,3.3,Bank,M
2715,26-35,Tier 3,Aggressive,0.5501,3.3,Distributor,F
2716,18-25,Tier 2,Aggressive,0.2552,3.8,Distributor,M
2717,26-35,Tier 2,Conservative,0.4122,1.0,Online,F
2718,46-55,Tier 1,Moderate,0.4961,7.0,Online,F
2719,36-45,Tier 3,Aggressive,0.9705,1.9,Direct,F
2720,36-45,Tier 1,Aggressive,0.1093,0.9,Distributor,M
2721,18-25,Tier 1,Aggressive,0.4059,3.3,Distributor,F
2722,18-25,Tier 1,Conservative,0.9324,2.7,Online,F
2723,55+,Tier 3,Conservative,0.4005,1.5,Distributor,F
2724,36-45,Tier 1,Moderate,1.0074,0.6,Direct,M
2725,18-25,Tier 1,Moderate,0.2242,1.0,Bank,M
2726,46-55,Tier 1,Conservative,0.6652,2.5,Distributor,M
2727,46-55,Tier 1,Moderate,0.041,6.0,Online,F
2728,46-55,Tier 3,Moderate,0.0018,0.4,Distributor,M
2729,55+,Tier 1,Aggressive,0.0486,0.1,Bank,M
2730,36-45,Tier 1,Aggressive,1.3057,0.6,Direct,M
2731,18-25,Tier 1,Aggressive,0.9422,3.4,Online,M
2732,36-45,Tier 3,Conservative,0.4366,0.2,Direct,M
2733,55+,Tier 3,Conservative,0.1142,0.9,Direct,F
2734,18-25,Tier 1,Aggressive,0.3815,1.8,Direct,M
2735,55+,Tier 1,Moderate,0.5622,6.3,Bank,M
2736,18-25,Tier 2,Conservative,0.2907,1.3,Bank,F
2737,18-25,Tier 3,Conservative,0.1316,3.6,Direct,M
2738,18-25,Tier 1,Conservative,0.7267,0.0,Direct,M
2739,55+,Tier 2,Conservative,0.2796,1.9,Online,M
2740,36-45,Tier 1,Aggressive,0.5869,1.3,Distributor,F
2741,26-35,Tier 1,Aggressive,0.1457,1.3,Online,F
2742,18-25,Tier 1,Conservative,0.3113,6.9,Distributor,F
2743,26-35,Tier 1,Aggressive,0.4958,0.0,Online,M
2744,55+,Tier 2,Conservative,0.0345,1.7,Bank,M
2745,46-55,Tier 1,Aggressive,0.1219,1.2,Bank,F
2746,55+,Tier 3,Moderate,0.7992,7.8,Online,M
2747,46-55,Tier 1,Conservative,0.3873,7.3,Online,M
2748,26-35,Tier 1,Aggressive,1.469,3.3,Distributor,M
2749,46-55,Tier 2,Conservative,1.3382,1.7,Bank,F
2750,18-25,Tier 2,Aggressive,0.7214,0.6,Bank,M
2751,26-35,Tier 3,Moderate,0.762,1.1,Online,M
2752,46-55,Tier 3,Moderate,0.1215,1.8,Online,M
2753,36-45,Tier 1,Conservative,0.9735,5.8,Direct,M
2754,26-35,Tier 1,Conservative,0.0449,0.3,Bank,M
2755,36-45,Tier 2,Aggressive,0.2045,1.6,Online,M
2756,36-45,Tier 3,Conservative,0.1243,4.1,Distributor,F
2757,55+,Tier 1,Moderate,0.5908,1.0,Direct,M
2758,46-55,Tier 1,Conservative,0.0062,0.4,Distributor,M
2759,26-35,Tier 3,Conservative,0.0186,31.1,Direct,F
2760,26-35,Tier 1,Aggressive,0.5438,3.5,Bank,M
2761,36-45,Tier 1,Moderate,0.4072,4.4,Direct,F
2762,36-45,Tier 3,Aggressive,0.4904,8.0,Distributor,M
2763,46-55,Tier 2,Conservative,0.1008,1.3,Direct,M
2764,36-45,Tier 2,Conservative,0.618,7.7,Direct,F
2765,26-35,Tier 1,Aggressive,1.4963,0.5,Distributor,M
2766,26-35,Tier 2,Conservative,0.1138,1.4,Direct,F
2767,55+,Tier 1,Aggressive,1.0594,1.4,Direct,F
2768,18-25,Tier 2,Aggressive,0.5769,1.4,Bank,F
2769,55+,Tier 1,Aggressive,0.1348,1.0,Bank,F
2770,26-35,Tier 3,Conservative,0.4508,1.7,Online,M
2771,36-45,Tier 1,Moderate,0.7406,5.8,Bank,M
2772,26-35,Tier 1,Aggressive,0.2134,8.5,Bank,M
2773,36-45,Tier 3,Aggressive,0.0911,17.0,Online,F
2774,26-35,Tier 3,Moderate,0.1631,5.0,Direct,M
2775,36-45,Tier 3,Aggressive,0.2611,6.4,Online,F
2776,26-35,Tier 2,Conservative,0.1734,2.3,Online,M
2777,26-35,Tier 3,Conservative,0.4166,0.7,Online,F
2778,36-45,Tier 2,Moderate,0.1763,5.6,Online,F
2779,26-35,Tier 2,Moderate,0.4943,1.8,Direct,M
2780,26-35,Tier 1,Aggressive,0.6499,1.1,Online,M
2781,46-55,Tier 1,Conservative,0.1557,0.4,Distributor,F
2782,36-45,Tier 3,Aggressive,1.0655,7.2,Direct,M
2783,18-25,Tier 1,Aggressive,0.2778,1.1,Online,M
2784,18-25,Tier 1,Aggressive,1.2786,0.9,Online,M
2785,26-35,Tier 2,Aggressive,0.4371,2.1,Distributor,M
2786,46-55,Tier 1,Moderate,0.0461,1.0,Distributor,M
2787,46-55,Tier 1,Conservative,0.1869,0.8,Online,M
2788,46-55,Tier 1,Aggressive,0.0981,5.8,Distributor,M
2789,18-25,Tier 2,Aggressive,0.0687,1.6,Bank,None
2790,55+,Tier 1,Aggressive,0.9003,0.3,Online,M
2791,36-45,Tier 3,Conservative,0.9331,1.3,Distributor,F
2792,36-45,Tier 2,Aggressive,0.0314,1.4,Distributor,M
2793,55+,Tier 2,Moderate,0.114,0.5,Bank,F
2794,26-35,Tier 1,Aggressive,0.4309,1.1,Bank,F
2795,46-55,Tier 1,Moderate,1.1628,5.2,Distributor,M
2796,18-25,Tier 3,Aggressive,0.128,0.3,Online,F
2797,26-35,Tier 1,Moderate,0.3452,3.3,Distributor,F
2798,55+,Tier 1,Conservative,0.3012,2.0,Online,M
2799,46-55,Tier 3,Conservative,0.0221,3.7,Online,None
2800,46-55,Tier 1,Aggressive,0.3614,0.5,Bank,F
2801,36-45,Tier 2,Aggressive,0.2445,0.7,Distributor,M
2802,18-25,Tier 3,Moderate,0.1136,1.0,Distributor,F
2803,18-25,Tier 2,Aggressive,1.1133,1.1,Online,M
2804,26-35,Tier 2,Aggressive,0.3762,1.3,Distributor,M
2805,26-35,Tier 1,Aggressive,1.0018,6.8,Online,F
2806,26-35,Tier 3,Conservative,0.2326,0.7,Bank,F
2807,55+,Tier 1,Aggressive,0.9929,2.8,Bank,M
2808,46-55,Tier 1,Conservative,0.3081,5.5,Online,F
2809,46-55,Tier 2,Conservative,0.4791,4.0,Distributor,M
2810,18-25,Tier 1,Moderate,0.4743,3.7,Direct,F
2811,36-45,Tier 2,Conservative,0.2378,2.3,Distributor,M
2812,36-45,Tier 1,Conservative,0.2821,1.4,Distributor,M
2813,55+,Tier 1,Moderate,0.4218,0.7,Direct,F
2814,36-45,Tier 2,Aggressive,0.6779,9.4,Bank,M
2815,36-45,Tier 2,Conservative,0.3234,0.2,Direct,M
2816,18-25,Tier 1,Conservative,1.016,4.6,Bank,M
2817,46-55,Tier 3,Aggressive,0.5476,8.6,Bank,M
2818,18-25,Tier 2,Aggressive,1.0159,3.0,Direct,M
2819,46-55,Tier 1,Moderate,0.08,1.5,Bank,F
2820,26-35,Tier 1,Aggressive,0.1481,5.3,Distributor,F
2821,55+,Tier 2,Moderate,1.155,4.6,Direct,M
2822,36-45,Tier 1,Aggressive,0.0619,1.1,Online,M
2823,18-25,Tier 1,Moderate,0.2773,0.8,Bank,M
2824,26-35,Tier 1,Conservative,0.1372,3.3,Online,M
2825,36-45,Tier 1,Conservative,0.102,1.1,Bank,F
2826,55+,Tier 1,Aggressive,0.5988,0.2,Direct,M
2827,18-25,Tier 2,Moderate,0.2429,0.1,Direct,M
2828,36-45,Tier 1,Aggressive,0.0069,0.2,Distributor,F
2829,46-55,Tier 1,Conservative,0.082,8.7,Online,M
2830,36-45,Tier 3,Aggressive,0.0381,0.1,Online,F
2831,18-25,Tier 3,Conservative,0.3532,0.4,Bank,F
2832,18-25,Tier 2,Conservative,0.2071,0.1,Online,M
2833,18-25,Tier 1,Conservative,0.5479,0.4,Direct,M
2834,26-35,Tier 3,Moderate,0.6946,1.7,Direct,F
2835,18-25,Tier 1,Aggressive,0.7529,1.8,Bank,F
2836,36-45,Tier 2,Moderate,0.1695,5.5,Distributor,None
2837,18-25,Tier 3,Moderate,0.0344,2.0,Bank,F
2838,26-35,Tier 1,Moderate,0.4084,0.4,Direct,F
2839,18-25,Tier 2,Moderate,0.7675,1.8,Bank,M
2840,18-25,Tier 2,Aggressive,0.98,1.8,Direct,F
2841,36-45,Tier 1,Conservative,0.5856,10.9,Online,F
2842,36-45,Tier 1,Aggressive,0.4405,1.1,Distributor,M
2843,26-35,Tier 1,Moderate,1.0192,8.1,Distributor,F
2844,18-25,Tier 1,Aggressive,0.9815,2.5,Online,F
2845,26-35,Tier 1,Aggressive,1.1067,4.2,Distributor,M
2846,18-25,Tier 2,Conservative,0.106,0.4,Online,F
2847,55+,Tier 3,Conservative,0.3244,8.2,Bank,M
2848,26-35,Tier 2,Aggressive,0.9123,7.4,Bank,F
2849,18-25,Tier 2,Moderate,0.1819,1.6,Direct,F
2850,26-35,Tier 1,Aggressive,0.0565,0.3,Direct,F
2851,55+,Tier 1,Conservative,0.1033,11.7,Bank,M
2852,36-45,Tier 2,Conservative,0.1061,0.4,Direct,M
2853,18-25,Tier 3,Aggressive,0.1641,5.5,Direct,M
2854,46-55,Tier 2,Conservative,0.6066,1.5,Online,M
2855,36-45,Tier 1,Conservative,0.2146,1.0,Online,F
2856,55+,Tier 2,Moderate,0.7065,0.6,Online,M
2857,18-25,Tier 2,Aggressive,0.0108,1.2,Distributor,M
2858,36-45,Tier 1,Conservative,0.7199,0.9,Direct,F
2859,18-25,Tier 1,Aggressive,0.9833,0.2,Bank,M
2860,36-45,Tier 2,Conservative,0.5365,9.8,Online,F
2861,26-35,Tier 2,Conservative,0.509,3.9,Bank,M
2862,46-55,Tier 1,Conservative,0.2773,0.8,Bank,F
2863,46-55,Tier 1,Aggressive,0.5102,0.9,Distributor,F
2864,55+,Tier 3,Moderate,0.9965,1.2,Distributor,M
2865,46-55,Tier 1,Moderate,0.4438,3.7,Online,M
2866,26-35,Tier 2,Aggressive,0.4143,2.2,Bank,F
2867,46-55,Tier 1,Conservative,0.8058,4.3,Online,M
2868,55+,Tier 3,Conservative,0.1969,0.4,Distributor,M
2869,55+,Tier 1,Moderate,0.362,1.3,Bank,M
2870,26-35,Tier 3,Aggressive,0.3532,4.4,Online,M
2871,36-45,Tier 1,Conservative,0.0331,0.3,Distributor,F
2872,36-45,Tier 1,Moderate,0.2012,1.4,Distributor,M
2873,26-35,Tier 1,Conservative,0.3991,7.7,Bank,F
2874,46-55,Tier 1,Conservative,0.5474,5.6,Direct,F
2875,55+,Tier 1,Aggressive,0.9497,4.0,Distributor,M
2876,55+,Tier 1,Conservative,0.3233,0.0,Direct,F
2877,36-45,Tier 1,Conservative,0.1088,3.2,Online,F
2878,46-55,Tier 1,Conservative,0.3603,4.5,Online,M
2879,36-45,Tier 2,Conservative,2.2268,2.1,Distributor,None
2880,26-35,Tier 1,Moderate,0.0266,3.7,Online,F
2881,26-35,Tier 3,Aggressive,0.2787,2.4,Bank,M
2882,26-35,Tier 1,Aggressive,0.4186,6.7,Bank,M
2883,18-25,Tier 1,Moderate,0.2671,2.6,Distributor,F
2884,55+,Tier 2,Conservative,0.2782,1.3,Direct,M
2885,36-45,Tier 1,Conservative,0.2468,0.7,Bank,F
2886,55+,Tier 1,Moderate,0.6093,0.9,Direct,F
2887,46-55,Tier 3,Aggressive,0.5102,10.0,Distributor,None
2888,46-55,Tier 3,Moderate,0.6417,1.7,Direct,None
2889,46-55,Tier 3,Conservative,0.7407,2.5,Bank,M
2890,55+,Tier 1,Conservative,1.1579,3.9,Distributor,M
2891,36-45,Tier 1,Moderate,0.1438,8.1,Bank,M
2892,46-55,Tier 1,Conservative,0.2696,0.6,Direct,M
2893,26-35,Tier 1,Moderate,0.2926,1.8,Distributor,M
2894,26-35,Tier 3,Moderate,0.3669,7.7,Direct,M
2895,18-25,Tier 3,Conservative,0.8541,1.1,Distributor,M
2896,55+,Tier 1,Aggressive,0.5271,3.4,Online,M
2897,36-45,Tier 1,Moderate,0.004,0.3,Bank,F
2898,18-25,Tier 1,Aggressive,0.4128,2.3,Direct,M
2899,26-35,Tier 3,Moderate,0.238,0.4,Direct,M
2900,46-55,Tier 2,Aggressive,0.2828,0.5,Bank,F
2901,36-45,Tier 1,Moderate,0.6536,0.1,Bank,M
2902,36-45,Tier 1,Conservative,0.1654,0.8,Online,F
2903,18-25,Tier 1,Aggressive,0.0884,4.2,Distributor,M
2904,18-25,Tier 1,Moderate,0.0411,7.1,Distributor,M
2905,18-25,Tier 2,Moderate,0.2651,2.8,Distributor,M
2906,26-35,Tier 1,Moderate,0.127,2.7,Bank,F
2907,26-35,Tier 1,Aggressive,0.7736,1.8,Online,F
2908,36-45,Tier 2,Conservative,0.5442,4.7,Direct,M
2909,46-55,Tier 1,Aggressive,1.7734,2.5,Distributor,F
2910,18-25,Tier 1,Moderate,0.1573,1.2,Online,M
2911,55+,Tier 1,Moderate,0.7032,0.1,Bank,M
2912,26-35,Tier 1,Conservative,0.5399,12.8,Bank,M
2913,36-45,Tier 1,Aggressive,0.6819,3.7,Online,M
2914,55+,Tier 1,Moderate,0.3161,0.6,Direct,F
2915,18-25,Tier 1,Aggressive,0.6176,3.2,Bank,M
2916,36-45,Tier 1,Moderate,0.8907,2.3,Direct,M
2917,46-55,Tier 1,Moderate,0.2551,2.2,Online,F
2918,36-45,Tier 2,Moderate,0.1119,1.7,Online,M
2919,55+,Tier 3,Moderate,1.5661,7.9,Distributor,M
2920,55+,Tier 1,Conservative,0.0364,1.9,Distributor,F
2921,18-25,Tier 1,Conservative,0.5108,3.0,Direct,M
2922,18-25,Tier 1,Moderate,1.3585,2.0,Distributor,F
2923,36-45,Tier 3,Conservative,1.1675,1.1,Bank,F
2924,36-45,Tier 1,Moderate,1.1505,2.7,Bank,M
2925,26-35,Tier 1,Aggressive,0.565,3.5,Distributor,M
2926,36-45,Tier 2,Conservative,0.8499,1.0,Distributor,M
2927,26-35,Tier 3,Aggressive,0.0251,2.7,Online,M
2928,55+,Tier 2,Conservative,0.0128,3.9,Online,M
2929,36-45,Tier 1,Conservative,0.3145,2.5,Bank,F
2930,55+,Tier 2,Moderate,0.0286,1.6,Online,M
2931,55+,Tier 1,Conservative,0.1348,0.5,Bank,F
2932,18-25,Tier 2,Conservative,0.0347,2.2,Distributor,M
2933,18-25,Tier 3,Aggressive,1.319,2.1,Distributor,M
2934,18-25,Tier 3,Aggressive,0.6555,0.3,Bank,F
2935,18-25,Tier 2,Moderate,0.7151,1.7,Online,F
2936,46-55,Tier 1,Moderate,1.2787,4.4,Online,M
2937,26-35,Tier 3,Moderate,0.0581,0.9,Online,M
2938,18-25,Tier 1,Conservative,0.1701,2.5,Direct,M
2939,18-25,Tier 1,Aggressive,0.8613,5.9,Direct,M
2940,46-55,Tier 2,Moderate,0.59,0.2,Online,M
2941,55+,Tier 1,Moderate,0.5013,4.7,Direct,M
2942,55+,Tier 1,Aggressive,0.9594,4.8,Distributor,F
2943,36-45,Tier 1,Conservative,0.712,3.1,Direct,M
2944,46-55,Tier 1,Moderate,0.2899,2.0,Distributor,M
2945,18-25,Tier 3,Conservative,0.4246,1.4,Bank,M
2946,36-45,Tier 2,Moderate,0.0438,1.0,Direct,F
2947,55+,Tier 2,Aggressive,0.5033,5.8,Online,M
2948,18-25,Tier 1,Moderate,0.1361,0.4,Online,F
2949,26-35,Tier 1,Moderate,0.9223,4.3,Direct,F
2950,18-25,Tier 2,Aggressive,1.0034,0.9,Distributor,M
2951,26-35,Tier 2,Conservative,0.175,1.7,Online,M
2952,36-45,Tier 1,Moderate,0.3578,0.9,Distributor,M
2953,46-55,Tier 2,Conservative,0.362,5.4,Online,M
2954,46-55,Tier 1,Aggressive,0.6646,0.7,Direct,F
2955,36-45,Tier 1,Moderate,0.174,3.3,Direct,M
2956,55+,Tier 3,Aggressive,0.1997,0.5,Bank,M
2957,26-35,Tier 1,Aggressive,0.4425,18.9,Direct,M
2958,26-35,Tier 2,Aggressive,0.4576,7.7,Distributor,M
2959,36-45,Tier 1,Moderate,0.1048,0.8,Online,M
2960,55+,Tier 1,Aggressive,0.5469,2.5,Distributor,M
2961,18-25,Tier 1,Conservative,0.0358,5.1,Direct,M
2962,36-45,Tier 3,Aggressive,0.3658,2.1,Distributor,M
2963,36-45,Tier 3,Moderate,0.0314,3.9,Bank,F
2964,55+,Tier 1,Aggressive,0.1182,2.7,Distributor,F
2965,36-45,Tier 1,Aggressive,0.6834,1.0,Bank,M
2966,18-25,Tier 2,Conservative,0.2034,1.3,Direct,F
2967,36-45,Tier 3,Conservative,0.0648,3.1,Direct,M
2968,18-25,Tier 1,Moderate,0.2069,0.1,Bank,M
2969,36-45,Tier 2,Aggressive,0.0256,6.3,Direct,M
2970,36-45,Tier 2,Aggressive,1.8778,1.1,Distributor,F
2971,18-25,Tier 1,Moderate,0.4085,2.8,Direct,M
2972,36-45,Tier 3,Aggressive,1.0415,1.4,Direct,M
2973,18-25,Tier 2,Aggressive,0.9248,2.7,Distributor,F
2974,46-55,Tier 1,Aggressive,0.0701,0.4,Online,M
2975,55+,Tier 1,Aggressive,0.0871,1.6,Online,F
2976,18-25,Tier 3,Moderate,1.0527,4.2,Bank,M
2977,36-45,Tier 2,Moderate,0.1002,0.7,Distributor,M
2978,26-35,Tier 2,Aggressive,0.9136,2.2,Direct,M
2979,46-55,Tier 2,Aggressive,0.2963,1.7,Online,M
2980,36-45,Tier 1,Aggressive,0.1806,1.3,Online,M
2981,26-35,Tier 1,Conservative,1.8062,0.3,Direct,M
2982,46-55,Tier 3,Moderate,1.0455,5.5,Direct,F
2983,55+,Tier 1,Aggressive,0.1755,1.1,Direct,M
2984,46-55,Tier 2,Conservative,0.1461,1.4,Online,F
2985,36-45,Tier 1,Aggressive,0.6928,0.2,Online,M
2986,18-25,Tier 3,Conservative,0.9274,5.8,Bank,M
2987,26-35,Tier 2,Moderate,0.0075,2.1,Online,F
2988,26-35,Tier 3,Aggressive,0.2572,5.9,Bank,F
2989,18-25,Tier 1,Aggressive,0.4272,1.7,Distributor,F
2990,18-25,Tier 1,Aggressive,0.5112,1.8,Bank,M
2991,46-55,Tier 2,Aggressive,0.7707,0.5,Bank,M
2992,36-45,Tier 2,Aggressive,0.101,0.5,Online,F
2993,46-55,Tier 2,Aggressive,0.022,3.2,Distributor,F
2994,18-25,Tier 2,Moderate,1.375,6.1,Direct,M
2995,26-35,Tier 1,Moderate,0.3214,3.5,Distributor,F
2996,46-55,Tier 1,Moderate,0.5306,0.9,Distributor,M
2997,18-25,Tier 1,Aggressive,0.1,1.6,Direct,M
2998,26-35,Tier 3,Moderate,0.0219,7.6,Online,F
2999,18-25,Tier 1,Moderate,0.5168,0.4,Bank,F
3000,46-55,Tier 3,Aggressive,0.9026,1.7,Direct,M
3001,18-25,Tier 3,Aggressive,0.7498,1.3,Distributor,F
3002,55+,Tier 2,Aggressive,0.6249,2.7,Direct,M
3003,36-45,Tier 2,Conservative,0.0666,0.7,Direct,F
3004,36-45,Tier 3,Moderate,0.2206,3.6,Bank,M
3005,36-45,Tier 3,Aggressive,0.2648,3.2,Bank,F
3006,55+,Tier 3,Aggressive,1.3593,0.2,Online,F
3007,55+,Tier 3,Conservative,0.9113,1.0,Online,M
3008,55+,Tier 2,Aggressive,0.0252,4.2,Distributor,M
3009,55+,Tier 1,Aggressive,0.2029,1.8,Bank,M
3010,55+,Tier 1,Moderate,0.0611,10.1,Distributor,M
3011,18-25,Tier 2,Conservative,0.7732,5.8,Online,F
3012,18-25,Tier 1,Aggressive,0.3639,1.1,Distributor,M
3013,26-35,Tier 3,Moderate,0.6535,0.9,Distributor,M
3014,26-35,Tier 1,Aggressive,0.1692,1.8,Distributor,M
3015,36-45,Tier 1,Conservative,0.0732,1.7,Online,M
3016,26-35,Tier 2,Moderate,0.3102,0.3,Online,F
3017,18-25,Tier 1,Conservative,0.4854,1.4,Distributor,F
3018,46-55,Tier 1,Conservative,0.1511,0.5,Bank,F
3019,36-45,Tier 1,Moderate,0.308,3.5,Online,M
3020,26-35,Tier 1,Moderate,0.1466,3.8,Distributor,F
3021,36-45,Tier 1,Conservative,0.6553,0.2,Direct,M
3022,46-55,Tier 3,Aggressive,1.081,2.8,Online,M
3023,55+,Tier 3,Moderate,0.0572,1.6,Distributor,M
3024,18-25,Tier 2,Moderate,0.1517,0.8,Bank,M
3025,26-35,Tier 3,Aggressive,0.6456,2.4,Online,F
3026,46-55,Tier 3,Conservative,0.3096,1.5,Direct,F
3027,26-35,Tier 2,Aggressive,0.2556,6.7,Direct,F
3028,36-45,Tier 3,Conservative,0.0163,3.5,Online,F
3029,55+,Tier 1,Aggressive,1.5402,0.3,Direct,M
3030,36-45,Tier 1,Moderate,0.6237,0.1,Direct,M
3031,18-25,Tier 3,Aggressive,1.0941,0.7,Direct,M
3032,55+,Tier 2,Moderate,0.1071,0.5,Direct,M
3033,36-45,Tier 2,Aggressive,0.0112,8.5,Bank,M
3034,18-25,Tier 3,Conservative,0.1428,0.4,Direct,M
3035,18-25,Tier 1,Moderate,0.1297,6.6,Direct,M
3036,46-55,Tier 1,Conservative,0.7155,0.1,Direct,M
3037,26-35,Tier 1,Moderate,0.477,1.1,Direct,M
3038,18-25,Tier 1,Moderate,0.2857,0.7,Direct,F
3039,46-55,Tier 2,Conservative,0.5943,2.6,Bank,M
3040,18-25,Tier 2,Aggressive,0.0528,3.3,Direct,F
